X,Y,W,H
59,16,112,50
69,2,416,180
152,239,104,90
185,146,49,196
332,139,24,22
285,148,12,10
0,112,392,205
161,17,200,227
260,41,177,230
437,191,20,36
48,2,218,487
5,10,485,306
245,137,51,34
156,105,105,63
5,2,311,68
114,19,147,170
227,103,97,170
1,0,488,330
120,76,71,48
162,251,130,122
175,210,55,135
164,168,81,115
449,157,9,12
113,164,290,312
60,35,117,295
40,9,137,240
33,380,121,118
211,14,195,266
111,142,104,111
315,214,62,95
37,406,46,73
16,168,10,23
123,271,205,225
226,6,63,27
72,21,368,302
89,19,146,435
112,398,105,87
63,201,60,99
57,135,54,56
148,197,72,176
5,114,477,180
272,10,221,321
433,196,8,22
3,212,39,15
43,17,440,250
130,260,126,201
29,46,402,287
42,25,223,68
164,155,103,167
15,106,325,180
10,47,146,260
59,73,254,235
41,180,45,74
311,234,151,117
299,275,16,18
248,47,11,11
250,195,13,26
67,187,118,289
351,283,120,84
181,265,299,202
70,86,232,104
32,448,317,44
7,217,291,213
191,165,105,95
287,153,137,169
340,312,125,51
436,112,50,141
7,90,483,230
242,51,90,54
318,228,86,80
54,306,206,177
67,361,45,53
364,154,20,26
132,81,55,150
255,86,42,28
206,155,56,109
23,140,229,101
410,2,88,279
131,114,132,152
121,58,20,18
94,75,130,76
268,175,9,9
124,155,260,133
69,182,30,33
392,5,68,63
249,189,99,68
175,47,147,119
67,220,84,27
188,128,179,152
245,58,49,33
383,52,58,25
158,183,140,171
0,147,95,93
90,81,135,165
321,280,39,51
30,8,383,324
7,39,491,289
2,135,457,194
57,169,140,147
143,300,25,15
32,38,217,332
32,38,217,332
175,15,38,18
118,35,290,395
62,75,417,177
357,14,79,42
106,186,49,92
130,63,280,231
162,63,72,170
188,24,86,96
3,0,495,125
52,175,57,20
155,108,280,198
185,93,80,149
119,320,136,171
189,4,51,61
253,135,53,21
58,50,228,378
125,35,61,83
285,141,107,126
211,15,47,28
0,0,498,494
85,176,256,180
6,86,492,246
63,1,375,372
25,159,165,315
6,5,340,465
100,250,397,122
39,144,342,123
86,29,333,133
6,24,241,465
37,78,335,266
4,257,324,204
86,18,127,101
224,55,58,42
163,252,25,40
105,322,90,49
7,5,472,360
91,130,22,25
173,81,62,55
284,24,71,86
153,3,247,79
25,65,79,64
151,185,61,196
232,15,29,47
58,100,112,67
268,145,29,66
58,28,395,340
56,109,168,162
1,12,331,487
166,88,155,219
25,22,414,285
111,203,115,107
283,232,32,21
79,59,154,53
202,119,188,165
55,23,349,210
383,144,23,50
27,8,99,167
268,181,192,192
20,4,43,52
227,408,25,27
134,383,144,114
13,95,115,197
160,163,89,211
156,188,88,76
289,198,89,109
192,128,54,310
181,90,17,18
90,79,85,50
303,1,60,68
1,239,225,256
96,110,172,243
167,15,224,271
88,39,325,292
180,46,37,39
115,155,70,134
247,20,92,72
47,160,219,137
296,146,170,80
69,359,60,85
92,83,282,216
249,103,94,170
102,155,127,264
172,163,192,111
7,3,490,324
5,82,482,175
231,175,95,55
3,1,496,330
83,149,195,150
71,80,217,222
140,356,23,58
294,167,153,18
6,58,435,308
187,122,36,32
290,30,50,41
332,283,123,81
70,104,195,244
359,115,28,29
282,174,88,198
263,19,39,52
96,58,169,265
73,290,136,60
320,286,85,32
246,45,244,139
63,66,168,137
151,143,16,52
157,87,123,120
0,0,333,258
103,7,392,327
139,25,222,290
300,5,172,145
176,120,6,7
241,300,18,12
71,59,85,125
148,11,252,320
39,186,31,26
64,35,433,287
98,200,147,98
55,127,352,112
335,103,36,28
234,120,20,22
96,160,58,125
212,234,235,132
111,335,147,135
227,145,15,18
22,5,425,368
220,105,84,80
87,45,349,379
138,1,134,106
127,105,337,83
57,10,186,444
301,148,141,134
183,110,214,275
32,80,388,170
98,174,66,62
232,62,133,68
46,15,391,187
0,5,497,362
0,205,225,126
155,146,40,74
28,82,409,204
168,108,207,127
135,89,84,115
12,72,61,76
3,1,399,360
239,72,172,260
77,87,238,204
0,1,495,376
31,327,316,168
158,131,26,37
201,56,248,295
193,96,57,40
80,115,32,23
166,325,27,28
177,1,262,354
315,71,16,25
0,55,499,311
159,55,87,70
183,137,69,113
250,305,56,58
211,233,72,49
214,386,85,57
45,166,189,318
200,85,172,30
148,291,116,72
5,12,130,122
2,19,497,330
0,75,161,100
1,333,372,159
41,162,245,167
9,280,147,40
199,2,174,369
317,246,66,45
3,6,369,490
190,82,252,196
23,85,146,132
63,23,418,308
0,0,498,167
328,108,65,75
176,72,87,17
358,124,107,161
391,228,30,29
8,21,484,302
43,2,428,331
167,65,144,112
362,129,12,22
216,31,140,193
49,214,160,117
150,1,101,81
246,215,17,31
4,207,487,121
35,86,401,285
18,173,93,156
425,212,70,115
22,177,126,62
305,108,70,25
2,173,242,95
0,133,94,189
8,17,444,357
38,147,68,46
154,265,183,59
245,187,159,178
52,73,278,396
128,25,165,298
158,85,95,232
1,7,495,365
25,68,430,260
160,127,146,120
0,208,321,291
96,97,148,115
0,158,28,67
15,3,466,355
118,384,79,76
91,52,277,235
221,8,80,55
115,163,18,12
138,237,75,200
255,39,11,10
298,58,93,102
279,201,25,39
2,2,371,493
117,130,105,63
98,120,23,16
90,295,80,56
168,45,185,79
80,232,23,24
96,65,137,155
284,84,92,192
3,184,146,81
17,159,56,76
23,42,441,330
159,110,182,179
242,363,172,118
166,184,55,27
215,71,127,237
335,130,110,125
21,89,463,139
85,5,25,20
256,87,38,31
255,150,80,45
25,1,162,77
70,115,285,190
89,30,235,343
111,178,352,82
37,178,229,221
225,8,90,297
52,387,139,91
4,136,244,220
183,53,225,24
19,216,466,112
1,108,495,171
204,97,125,143
35,24,464,375
149,38,183,195
26,175,371,145
383,100,52,17
8,0,489,67
26,33,322,182
1,1,441,296
23,385,26,18
321,279,87,94
107,113,88,87
52,62,120,81
2,1,46,93
6,11,492,345
6,3,487,362
142,90,55,57
137,84,205,142
240,118,100,148
153,259,19,42
4,144,457,350
139,20,130,157
53,277,85,47
8,4,345,326
4,52,262,282
63,74,151,182
8,120,487,197
184,223,65,149
1,34,372,462
409,228,47,59
187,225,56,53
294,35,26,67
289,104,75,57
227,136,194,162
177,166,70,90
113,38,305,251
136,176,36,74
56,18,177,123
120,168,153,131
212,472,6,10
274,178,75,98
1,161,297,225
341,79,7,7
177,68,114,196
319,330,20,26
187,169,19,60
114,176,190,158
276,23,220,260
275,60,93,101
5,8,385,485
314,0,157,183
24,157,77,175
340,280,65,72
0,95,353,114
7,6,270,489
146,104,352,267
0,12,246,345
31,88,419,165
225,451,111,48
19,132,223,339
56,191,91,31
2,16,286,313
123,108,21,25
193,133,119,60
262,5,175,311
234,145,218,177
235,225,229,43
403,215,36,74
45,75,397,279
203,433,31,28
46,203,289,250
217,99,122,131
5,175,367,225
13,21,475,349
327,251,52,58
111,101,323,111
53,174,74,112
8,150,153,102
20,73,326,300
23,10,445,251
254,128,89,92
165,14,158,235
231,10,159,109
10,212,175,124
109,71,77,191
325,174,131,145
66,33,361,242
238,108,47,63
54,202,57,22
257,72,240,177
157,25,92,185
303,273,10,37
8,14,483,348
115,105,111,128
20,76,417,217
203,55,110,262
245,149,39,48
156,158,103,60
64,165,172,146
49,5,430,287
72,39,192,236
165,19,62,350
2,29,492,266
314,84,35,26
331,178,41,21
111,133,120,166
304,79,98,87
78,152,332,219
78,146,331,117
110,243,216,127
311,307,88,165
232,109,67,75
267,48,98,281
190,133,222,154
325,86,97,100
135,85,204,155
37,75,418,226
113,249,197,42
301,148,36,45
16,90,340,366
212,214,130,85
0,105,296,176
0,17,499,311
90,61,392,285
66,139,132,333
209,247,78,145
44,191,30,30
60,280,67,78
134,58,36,59
13,182,43,110
401,157,85,60
213,112,77,60
100,21,214,287
41,24,453,299
5,5,488,491
215,88,45,23
101,238,81,189
233,121,27,28
210,210,50,23
132,379,98,42
77,30,245,302
436,236,27,26
170,118,153,135
82,124,217,371
1,80,352,250
61,145,60,116
180,170,35,15
146,125,174,44
196,288,82,80
7,54,413,231
160,130,27,23
265,148,82,115
208,2,171,232
56,220,40,38
28,0,447,360
183,53,125,45
195,182,52,54
228,168,139,281
126,288,80,80
183,47,103,63
206,114,45,154
35,193,54,46
0,40,276,291
65,128,221,322
67,0,362,395
181,166,29,39
214,173,67,55
62,22,142,310
1,64,47,71
38,11,336,281
6,7,491,311
95,100,165,175
208,42,118,280
129,53,10,13
159,143,172,67
73,133,288,347
181,228,149,118
233,40,110,100
233,305,90,65
39,14,303,304
197,259,46,10
90,24,222,411
388,226,28,30
201,202,50,129
208,287,82,53
40,56,247,165
105,98,192,205
10,4,487,313
230,113,267,102
38,18,186,67
1,140,50,35
67,148,123,199
5,270,266,54
170,170,52,65
156,110,60,142
320,75,86,137
100,322,95,28
272,28,101,125
259,163,48,20
119,87,320,195
115,9,174,481
220,97,116,232
4,28,492,470
208,87,82,55
131,405,74,88
27,54,455,276
141,147,174,115
143,44,125,192
53,114,333,115
22,137,133,140
311,181,35,76
24,109,355,213
203,38,98,67
27,133,471,61
332,193,15,22
48,0,444,312
215,40,69,84
401,149,98,79
6,11,49,235
218,25,77,297
222,321,48,53
314,5,145,75
258,208,159,157
134,265,41,45
95,77,371,227
7,6,487,312
395,123,30,70
80,142,196,128
367,54,118,139
349,96,150,47
34,43,300,160
220,107,80,54
116,258,343,74
125,16,172,265
298,92,110,179
281,208,65,90
17,10,461,337
418,187,79,102
346,274,18,35
180,5,127,337
126,158,285,111
228,388,43,61
103,90,342,243
172,310,165,33
249,59,135,87
120,25,313,310
1,0,490,374
1,83,494,190
1,162,57,172
49,104,360,140
149,169,85,28
55,163,193,176
0,0,130,153
20,84,464,290
333,112,87,130
19,156,452,172
213,71,208,126
168,17,163,101
10,0,477,331
65,101,196,214
177,188,62,311
108,71,172,392
175,336,48,41
153,73,63,95
33,257,98,135
110,69,68,64
71,52,192,433
1,89,497,247
37,194,255,216
309,93,50,82
91,103,407,198
215,96,22,43
66,148,267,140
139,149,66,127
15,150,418,335
255,156,110,121
17,60,402,190
32,134,397,152
130,115,218,141
225,66,135,63
181,116,295,231
103,108,315,180
37,140,337,155
302,53,137,265
21,120,290,258
107,136,130,84
192,49,139,67
169,23,75,74
116,272,190,73
149,102,144,167
149,54,322,165
23,21,130,199
325,170,173,136
131,132,262,215
117,35,116,124
201,148,81,287
8,14,490,283
333,163,58,47
198,165,265,165
111,48,362,303
12,124,482,246
120,141,140,165
281,223,203,151
140,96,241,270
144,151,66,56
90,125,362,132
247,27,234,154
356,74,42,64
170,42,148,64
31,22,457,297
0,36,142,292
121,262,102,66
176,79,136,132
172,32,240,277
2,58,483,303
3,140,360,115
70,175,115,63
262,172,127,97
319,31,105,180
332,35,161,190
0,66,274,209
200,37,67,74
94,127,348,117
188,182,75,59
245,139,61,51
68,337,35,19
206,126,36,37
27,15,122,53
150,399,133,69
21,23,330,471
181,227,134,129
114,230,84,120
205,27,61,70
235,116,263,107
256,135,92,89
75,34,137,212
75,180,107,167
102,70,125,192
300,181,190,138
160,206,94,263
75,319,159,150
32,60,318,331
108,50,217,152
141,70,60,138
289,72,148,119
65,243,85,37
215,138,60,62
38,416,171,47
21,4,435,304
88,37,340,136
141,70,242,202
258,173,77,94
210,47,252,115
90,0,151,83
217,226,225,123
44,6,279,202
23,112,475,180
22,31,436,235
125,39,228,194
222,2,65,78
114,416,57,63
43,133,77,94
368,133,130,148
105,117,92,95
197,127,92,57
173,7,43,79
264,146,74,72
13,3,465,317
152,39,117,207
30,154,231,254
260,257,18,15
18,50,473,281
15,110,354,249
203,108,210,177
202,245,20,28
212,176,66,81
36,26,455,251
211,198,95,83
7,132,192,113
133,267,138,230
268,193,111,137
95,224,97,101
123,70,251,107
277,47,105,168
42,147,172,84
82,12,374,236
195,245,87,35
433,171,15,17
28,193,154,288
76,44,257,281
83,119,311,182
22,43,438,211
185,115,211,203
198,154,9,10
64,176,342,115
0,30,61,32
48,101,344,192
115,180,52,35
48,38,230,430
180,125,148,248
143,198,82,67
71,242,115,110
361,261,59,112
191,75,114,117
344,96,44,37
185,196,52,47
30,310,53,38
180,119,43,83
89,99,401,218
324,75,44,84
174,102,47,106
64,129,158,253
38,33,439,319
25,121,41,42
93,159,192,162
3,29,327,464
270,20,203,65
37,54,90,61
35,131,63,36
218,185,234,120
314,138,143,149
78,37,214,112
161,148,203,312
259,147,143,166
0,169,358,112
91,200,327,268
43,59,432,258
61,241,187,43
324,232,110,121
80,175,67,30
111,214,117,82
214,35,86,352
223,87,262,239
383,111,21,41
124,124,368,205
109,11,285,340
121,426,48,43
377,41,57,74
0,24,480,252
152,332,31,29
330,224,79,69
5,294,24,48
222,82,70,72
259,205,65,45
70,91,221,295
51,72,224,173
191,133,26,13
273,200,131,113
92,7,171,112
206,17,55,35
95,109,200,217
154,233,119,134
365,341,50,27
104,38,82,173
75,165,277,322
269,21,213,135
80,121,261,106
185,96,87,170
162,215,106,49
7,348,172,150
106,43,182,292
154,63,123,90
80,47,401,279
328,83,64,74
251,40,142,245
443,284,25,50
216,84,151,119
247,345,136,75
390,302,59,40
23,449,30,49
191,80,127,217
108,112,132,122
17,23,262,290
88,42,373,357
364,199,37,32
49,253,213,195
113,130,61,89
388,183,109,147
65,10,400,301
7,25,477,236
204,98,247,220
217,212,40,42
284,171,147,206
321,137,97,114
179,96,97,129
138,90,74,103
103,67,250,273
100,412,117,56
71,288,141,77
332,69,120,139
259,87,100,141
248,328,147,165
219,21,280,137
303,177,84,20
74,63,23,18
78,0,187,272
110,427,41,31
88,98,280,55
17,148,464,107
4,75,127,410
214,81,42,36
1,59,370,281
85,46,168,150
30,35,446,318
118,226,155,242
207,213,144,159
1,63,209,436
61,67,182,239
260,228,88,145
178,87,88,80
369,50,130,78
206,260,58,41
138,159,217,137
187,260,126,103
198,129,213,157
159,321,148,50
453,250,44,34
274,146,25,20
252,188,62,47
311,307,50,80
255,113,35,35
25,10,312,412
225,255,24,92
155,223,139,163
308,197,44,38
168,126,173,197
134,40,171,288
75,310,170,127
235,132,123,186
213,46,246,250
236,251,140,52
62,60,288,235
85,264,77,60
70,96,281,190
98,287,58,44
245,300,85,105
320,85,136,170
256,237,46,120
177,235,13,55
240,440,19,50
80,167,169,115
136,449,7,8
7,159,118,152
101,135,167,313
117,199,277,117
90,41,123,365
302,205,97,158
181,73,161,252
44,91,175,42
267,86,84,285
0,180,371,315
198,20,148,113
166,22,283,299
0,304,219,68
45,41,225,395
152,333,110,152
3,71,272,425
111,305,16,23
75,124,71,214
371,174,55,50
81,399,5,11
30,106,321,97
322,34,42,154
84,121,80,65
74,99,230,212
58,216,37,47
217,161,143,172
40,69,211,205
175,72,192,242
298,118,42,41
97,137,99,216
64,192,110,162
182,167,32,8
278,110,42,212
288,72,92,190
171,122,257,175
4,55,494,276
67,125,244,216
63,19,155,108
26,23,442,290
174,132,65,82
136,268,12,25
227,110,188,209
254,267,44,22
136,5,211,367
3,81,231,76
99,397,62,93
204,76,22,14
2,0,486,137
181,109,48,97
20,41,25,23
0,132,492,285
296,127,49,32
238,125,105,207
103,176,33,100
15,8,156,162
175,39,215,255
2,4,475,321
6,12,477,312
157,0,127,87
8,59,410,202
13,112,437,212
194,362,117,62
0,123,249,207
92,237,117,199
88,141,45,53
55,182,256,194
311,178,41,25
119,206,129,113
47,101,269,259
2,0,497,164
51,279,278,52
181,102,207,145
76,123,107,166
52,84,432,362
66,0,60,42
23,13,475,310
175,260,10,12
113,222,376,274
143,14,19,25
121,42,164,236
160,51,163,239
71,52,137,119
329,220,13,18
1,2,65,252
184,139,177,142
176,52,177,176
166,144,129,79
257,123,102,81
234,456,10,25
66,64,34,38
221,148,75,95
130,228,126,123
169,465,11,10
194,394,109,69
277,77,157,200
222,120,125,186
32,200,100,70
230,35,75,66
57,235,63,101
0,1,495,367
231,184,94,89
190,223,87,100
17,25,462,144
215,156,145,155
218,138,138,108
177,427,5,14
136,44,150,160
226,22,205,246
55,53,267,279
2,15,465,216
9,79,186,418
12,16,343,457
258,130,22,25
71,32,322,339
106,75,245,247
8,327,491,46
85,151,219,149
150,149,212,200
173,390,6,16
142,77,345,260
112,86,148,116
177,132,220,194
6,84,136,129
20,280,30,18
136,50,74,73
240,113,82,78
339,274,69,70
230,241,59,57
82,150,90,44
47,37,345,242
162,278,139,98
166,152,151,146
75,324,115,83
224,121,70,115
68,123,181,352
435,332,19,26
6,81,37,37
331,180,98,144
211,66,164,162
11,56,488,270
225,124,138,89
316,184,72,91
1,1,371,495
156,2,200,193
165,137,45,75
4,117,345,377
241,220,17,17
50,445,14,16
176,15,174,78
87,129,237,167
120,45,147,207
140,122,104,123
240,84,71,108
39,1,460,372
107,123,151,358
239,316,11,10
225,161,11,17
3,7,495,76
180,27,284,87
182,251,26,31
8,183,89,115
49,344,157,137
230,328,11,22
250,47,136,132
38,162,149,182
112,67,87,65
196,90,90,147
135,85,152,208
111,77,165,222
7,132,492,198
158,394,102,94
292,287,21,32
29,40,464,292
311,172,57,70
478,122,13,12
349,236,61,50
123,51,303,134
278,22,18,11
417,437,17,34
182,76,234,204
287,56,79,56
61,215,197,160
71,35,155,420
141,191,64,39
180,216,90,101
73,163,220,279
127,32,117,65
341,73,24,46
26,20,247,166
61,96,360,137
33,2,261,135
192,62,153,68
433,55,16,72
110,470,19,16
36,133,242,194
162,180,225,175
31,35,127,128
120,346,175,57
220,256,48,61
271,100,40,178
10,412,49,71
167,88,69,102
354,105,77,216
38,7,247,215
96,90,216,346
149,164,123,67
11,11,457,300
103,304,108,67
91,85,141,365
302,285,58,52
85,51,103,68
0,245,161,94
62,60,347,273
304,73,127,422
376,122,123,376
92,140,380,87
5,250,32,41
192,247,15,18
123,6,280,312
2,218,495,152
151,140,53,25
213,0,128,309
19,330,101,88
238,62,76,49
301,90,104,117
92,154,82,40
336,187,92,86
325,251,131,20
225,144,84,152
171,51,168,245
0,76,499,98
12,124,86,36
0,80,120,96
179,134,154,195
70,20,410,305
186,98,30,33
28,224,163,154
0,37,299,247
232,177,81,78
355,128,20,25
101,117,217,363
187,152,124,47
4,1,192,70
398,53,60,75
251,107,80,80
10,20,483,224
147,314,150,179
3,3,496,492
222,237,37,22
117,155,113,112
39,66,272,365
10,17,467,335
255,16,62,38
340,165,134,132
453,163,40,58
161,92,87,90
158,127,125,110
110,283,92,85
3,64,495,265
90,146,332,85
106,110,112,110
97,179,60,78
144,265,65,64
78,84,53,32
200,107,80,256
90,106,154,207
293,190,68,97
155,31,61,77
103,54,286,288
224,112,69,120
4,55,139,295
161,256,236,102
191,133,138,179
156,196,44,46
65,159,90,44
137,153,62,126
60,80,352,283
90,222,137,175
3,0,190,136
206,0,145,434
78,98,48,164
71,32,383,238
8,201,248,276
61,95,113,245
198,1,45,103
227,108,271,286
216,69,125,190
239,172,116,139
126,25,90,153
149,299,53,99
114,75,328,382
87,15,306,332
46,74,231,297
193,24,128,67
63,197,47,53
189,91,180,165
356,265,140,120
265,140,32,57
132,220,104,146
226,213,53,58
111,285,208,206
70,35,427,331
0,291,363,163
216,165,144,142
152,264,163,94
273,97,25,12
124,166,124,159
28,111,140,221
1,4,38,337
177,11,47,44
10,124,217,165
277,396,170,40
147,133,142,141
178,141,320,190
0,69,242,227
172,295,37,21
0,0,372,498
75,73,382,366
34,193,170,139
184,352,78,91
4,19,494,464
175,261,90,58
11,88,477,359
238,124,102,132
58,55,290,184
96,170,49,65
290,58,57,25
76,193,294,180
218,110,122,206
181,121,302,80
166,95,237,277
86,54,371,329
79,5,217,160
96,26,361,171
215,113,25,25
183,253,80,149
233,184,211,108
83,218,220,205
154,51,31,72
54,43,417,190
165,185,77,52
48,368,67,120
10,483,24,16
309,82,155,177
96,101,394,218
47,36,102,112
153,131,27,21
6,13,412,292
151,55,220,163
113,155,158,149
188,92,114,172
78,321,109,97
97,124,230,191
7,71,349,177
101,342,155,136
196,94,84,87
125,305,167,171
81,168,211,172
303,54,100,151
106,23,374,254
94,63,382,106
52,326,78,39
370,136,117,47
56,298,50,68
146,113,165,157
79,99,221,250
247,110,74,88
92,165,55,32
340,40,138,147
30,62,323,309
63,210,211,250
290,17,125,260
171,268,195,47
83,1,267,348
36,263,228,223
18,243,39,47
247,83,231,272
0,50,240,210
21,39,110,249
77,155,170,343
83,313,140,109
24,157,136,122
225,147,119,60
39,125,150,180
18,12,476,355
38,164,277,147
109,111,327,131
339,70,54,29
429,131,55,55
0,11,332,486
29,61,426,312
201,285,113,163
208,351,97,129
88,94,310,141
204,42,292,296
73,107,307,218
62,29,144,57
75,121,110,90
416,133,57,44
230,89,194,197
77,237,187,165
10,31,298,275
309,210,62,47
180,207,32,25
266,171,104,64
90,42,358,171
90,300,103,71
79,233,108,53
260,33,22,41
78,94,103,207
167,228,92,21
1,5,497,365
160,190,74,80
12,155,77,66
190,125,92,59
29,120,341,166
107,9,215,199
141,20,240,311
110,154,126,177
213,143,62,48
322,79,115,85
357,79,113,72
166,105,167,165
103,51,342,417
103,150,154,109
195,107,30,55
145,46,107,54
193,116,81,42
84,264,88,196
388,67,66,116
112,25,257,294
265,458,15,23
150,133,50,80
7,77,491,176
36,45,425,260
215,15,95,20
348,160,53,130
1,45,494,388
86,80,412,75
192,148,115,114
88,398,186,46
37,8,409,320
73,251,28,31
13,25,32,55
41,196,75,79
76,46,314,233
245,223,141,60
243,56,48,39
300,79,89,201
60,123,337,156
89,46,260,237
195,231,145,94
284,291,26,36
222,88,220,242
166,26,71,127
299,119,31,39
364,36,132,325
183,207,61,110
148,97,147,135
10,205,63,51
155,148,134,62
92,20,148,473
271,21,55,41
116,80,142,198
17,202,230,88
18,93,120,43
148,54,336,239
1,97,453,317
176,52,155,86
356,240,19,7
243,228,142,183
213,80,72,81
126,85,172,288
185,120,30,37
287,157,119,135
99,10,359,363
65,96,403,188
98,156,297,192
120,75,70,59
7,101,87,149
86,7,123,245
183,72,97,189
147,39,242,292
191,294,134,35
209,272,41,50
4,151,183,347
78,36,168,436
119,249,211,102
80,14,220,226
16,21,415,275
168,70,125,164
56,195,40,37
1,273,448,60
331,132,95,237
112,113,281,183
408,246,20,13
109,33,86,37
62,78,288,346
75,25,334,245
134,20,101,72
285,99,21,12
0,167,119,82
88,47,379,304
274,320,217,164
287,30,130,295
169,242,138,82
326,91,67,91
108,59,267,271
218,63,263,90
154,75,282,210
296,133,137,100
107,126,75,58
1,73,40,56
318,78,32,26
54,78,255,220
200,64,196,190
286,26,53,53
0,75,469,181
26,127,405,177
211,93,147,185
121,305,97,84
18,179,410,290
187,127,157,224
36,133,117,187
54,33,332,290
278,324,22,17
15,230,365,112
2,89,329,389
444,289,17,19
119,97,277,162
53,14,320,308
0,14,482,317
194,227,103,122
78,12,135,227
286,57,195,314
161,75,165,256
285,35,197,240
121,219,125,135
190,112,30,11
201,129,42,24
3,1,232,372
85,82,82,107
56,270,65,175
101,191,111,127
202,263,38,21
166,231,148,155
293,194,42,47
188,159,135,149
73,179,62,34
59,67,42,102
153,169,57,69
46,267,85,218
146,22,224,297
303,193,78,85
212,32,226,187
202,40,145,254
121,161,62,59
202,10,288,297
106,291,250,205
140,36,131,130
205,122,99,147
180,9,137,289
80,225,207,255
114,6,233,230
30,189,128,91
298,77,98,183
63,176,22,16
35,84,62,267
93,96,243,223
259,104,154,146
195,299,109,173
87,152,308,87
156,59,134,65
33,57,319,385
166,159,141,78
1,211,497,95
141,134,83,44
14,19,478,296
10,72,118,132
186,264,101,194
159,28,204,176
241,82,55,57
172,162,87,38
86,76,34,23
90,66,121,178
187,66,282,254
92,57,136,291
82,82,361,154
114,127,246,153
64,63,167,181
95,10,247,338
51,237,164,129
80,9,177,399
253,63,61,129
2,279,364,214
180,238,43,94
179,250,2,1
248,334,7,13
123,74,176,325
166,408,12,16
297,14,58,50
196,409,34,33
7,76,416,172
197,140,117,57
45,75,397,245
187,223,155,263
22,8,343,285
218,175,100,55
156,256,204,125
232,85,104,192
99,74,84,122
217,0,196,214
358,278,135,130
274,173,110,105
55,175,81,122
34,216,170,76
146,50,332,340
125,139,296,101
146,180,7,39
262,464,8,19
128,410,245,88
241,467,9,6
55,120,64,92
86,182,140,185
186,39,201,226
236,116,81,107
75,185,17,28
199,225,12,15
285,246,82,188
80,30,171,232
70,212,24,65
114,41,22,17
221,206,76,62
72,41,403,229
58,104,304,232
309,167,88,65
70,125,125,73
311,215,7,16
136,153,136,186
218,107,59,183
158,237,185,132
83,25,399,362
76,227,309,139
182,299,37,22
98,112,340,255
324,284,25,29
51,36,357,207
221,187,222,125
28,17,470,352
24,1,470,369
310,0,187,186
243,254,37,25
378,152,58,60
17,61,82,47
72,206,158,140
84,148,32,52
272,423,10,28
199,10,195,92
194,136,94,84
284,235,18,37
170,117,27,26
163,107,133,121
232,82,105,118
181,227,88,68
317,148,41,72
242,39,211,333
277,174,22,33
38,0,382,372
189,70,105,98
2,92,493,252
39,321,144,174
116,6,82,262
13,156,68,43
343,188,126,112
69,333,83,62
75,90,360,190
353,193,8,20
41,160,169,49
383,7,87,175
310,8,101,31
325,26,87,50
268,130,29,13
346,170,20,17
13,90,402,242
53,85,177,166
108,35,81,84
273,232,127,80
345,4,154,50
46,132,114,138
175,163,140,209
175,163,140,209
294,226,75,74
301,36,83,61
15,150,185,102
206,275,107,82
338,85,52,108
120,85,59,212
116,233,127,119
40,12,445,347
247,238,163,130
108,227,117,104
0,0,373,499
180,22,215,350
389,125,27,19
236,76,170,163
89,82,136,229
76,37,174,182
17,78,302,222
201,197,21,17
75,19,132,133
24,175,129,75
45,2,205,191
128,85,125,227
28,98,445,165
216,10,39,42
350,201,89,110
272,248,49,76
77,43,268,278
168,15,7,6
51,101,442,139
124,79,165,144
130,182,65,98
76,273,80,90
2,78,216,155
27,5,421,391
109,91,238,148
379,72,32,20
18,202,122,167
193,52,94,196
305,72,68,57
7,33,453,306
227,211,104,80
130,0,138,134
20,22,458,337
138,197,65,15
7,86,230,287
281,123,35,46
377,55,32,40
37,160,105,119
40,2,380,339
87,8,52,25
267,288,21,52
133,373,123,72
291,170,125,140
218,441,32,55
112,199,60,60
113,53,76,65
209,306,52,55
73,135,35,48
324,98,100,184
141,30,172,168
160,195,110,88
13,372,52,45
51,58,152,226
373,233,54,138
22,56,205,317
93,36,171,250
222,205,174,140
94,355,73,73
120,111,228,228
200,44,46,56
289,226,27,56
59,287,79,99
164,100,128,192
122,187,68,71
265,57,175,272
317,18,111,142
18,55,47,42
119,180,47,63
251,244,26,18
196,240,59,90
410,218,14,12
129,178,208,117
8,6,291,454
57,81,174,376
42,0,338,342
405,162,91,60
3,3,95,47
7,57,487,161
156,190,108,103
162,32,100,39
114,333,23,25
25,46,280,135
270,177,132,87
202,147,84,95
81,50,320,305
218,43,66,62
164,141,95,35
140,20,300,268
8,195,215,137
104,276,147,121
200,78,136,142
125,269,57,145
118,57,365,310
61,170,320,260
3,66,480,306
11,147,432,122
124,95,126,152
324,213,155,105
178,180,191,145
9,2,483,360
0,10,373,438
208,40,82,48
143,60,161,259
206,73,77,67
228,35,68,226
11,105,85,81
74,193,16,57
66,103,216,395
20,63,278,278
40,224,270,198
151,51,135,176
64,441,110,29
6,0,485,288
19,55,430,243
295,0,76,75
279,113,118,127
65,145,99,135
28,208,303,257
301,271,105,49
156,202,19,30
260,180,85,43
230,76,57,31
352,160,62,161
257,235,204,65
328,10,90,305
97,147,196,75
178,42,23,47
48,108,428,145
118,123,300,171
441,244,30,20
31,52,335,117
105,175,200,157
251,154,203,125
41,191,195,110
1,71,388,260
187,25,179,135
108,53,157,99
440,195,58,57
342,31,154,128
198,50,80,109
93,179,148,140
93,43,341,247
215,25,110,42
251,50,95,117
120,188,219,149
156,249,82,79
73,1,283,490
19,313,73,138
239,56,103,206
245,24,195,177
42,143,415,153
140,35,39,25
3,9,434,288
247,111,193,140
8,220,348,270
